product_id,name,short_name,sku,price,list_price,discount,discount_rate,rating_average,review_count,order_count,favourite_count,thumbnail_url,brand_name,brand_id,seller_name,seller_id,seller_sku,category_name,category_id,short_description,specifications,inventory_status,stock_item_qty,stock_item_max_sale_qty,has_ebook,is_fresh,is_genuine,url_path,product_url,ai_review_summary
202037866,Bộ 30 Viên Pin AA Panasonic Carbon 1.55V chính hãng,,7067752132459,15000,15000,0,0,4,1,,0,https://salt.tikicdn.com/cache/280x280/ts/product/ae/01/b8/81a2cb25db7a85624340c273634f5c59.png,Panasonic,18804,Tuấn Yến HCM,187775,9366219786655,Root,2,"    Pin PANASONIC AA R06DT/4S ( màu đỏ ) chất liệu Carbon là dòng pin giá rẻ của hãng PANASONIC, pin chuyên được sử dụng trong các thiết bị điều khiển điều, đồ chơi , đồng hồ , máy đo, và nhiều thi...",Thương hiệu: Panasonic; Xuất xứ thương hiệu: Nhật Bản; Xuất xứ (Made in): Nhật Bản; Sản phẩm có được bảo hành không?: Không,available,1000,1000,False,False,,bo-30-vien-pin-aa-panasonic-carbon-1-55v-chinh-hang-p202037866.html?spid=271248437,https://tiki.vn/bo-30-vien-pin-aa-panasonic-carbon-1-55v-chinh-hang-p202037866.html?spid=271248437,
191918107,Bình lắc LocknLock Balance Shake It Bottle HAP949 800ml,,1171170118704,174900,318000,143100,45,4.8,109,,0,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/44/bb/30/0ac768c19a1440a20d35d1959e7fe6b7.jpg,LocknLock,48077,Tiki Trading,1,7138136781373,Nhà Cửa - Đời Sống,1883,Dung tích bình lớnBình lắc LocknLock Balance Shake It Bottle HAP949 với dung tích bình 800ml giúp cung cấp đầy đủ lượng nước cho cơ thể.Thang đo lườngVạch chia dung tích trên thân bình cho phép bạn...,"Thương hiệu: LocknLock; Xuất xứ thương hiệu: Hàn Quốc; Chất liệu: <p>Thân bình: nhựa AS</p>
<p>Nắp, quả lắc: nhựa PP</p>
<p>Gioăng: Silicone</p>
<p>Phần bọc ngoài thân bình: nhựa PP</p>
<p>Phần nối giữa nắp và tay cầm: nhựa PE.</p>; Model: HAP949BLK; Kích thước (Dài x Rộng x Cao): 0.9 x 0.9 x 24.1 cm; Xuất xứ (Made in): Trung Quốc; Trọng lượng sản phẩm: 0.435kg; Sản phẩm có được bảo hành không?: Không",available,1000,1000,False,False,,binh-lac-locknlock-balance-shake-it-bottle-hap949-800ml-p191918107.html?spid=191918109,https://tiki.vn/binh-lac-locknlock-balance-shake-it-bottle-hap949-800ml-p191918107.html?spid=191918109,
191891580,Bình đựng thức ăn giữ nhiệt Inox 304 Elmich EL8291 dung tích 470ml,,7086384692429,233000,495000,262000,53,4.8,33,,0,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/87/fc/9e/c6ae165b8819f4a0f1880fd19a67bd89.png,Elmich,31627,Tiki Trading,1,2608960600421,Bình giữ nhiệt,1936,"Đặc điểm nổi bậtBình đựng thức ăn giữ nhiệt Inox 304 Elmich EL-8291 có nắp bình được chế tạo bằng nhựa cao cấp và phần gioăng bằng silicone giúp giữ kín hơi,giữ không bị rò rỉ nước ra ngoài., thân t...","Thương hiệu: Elmich; Xuất xứ thương hiệu: Czech Republic; Chất liệu: <p>Inox 304</p>; Hướng dẫn bảo quản: Nếu không sử dụng bình trong thời gian dài, đề nghị dùng nước ấm rửa bình, dùng dẻ mềm để lau sạch và phơi khô, sau đó cất cẩn thận.<p>Đựng nước trà trong thời gian dài, ruột bình sẽ bị bám cặn trà, hoặc do chất lượng nước, ruột bình có thể sẽ xuất hiện những vết chấm đỏ, có thể dùng dấm pha loãng để ngâm, sau đó dùng dẻ mềm hoặc bàn chải rửa sạch.</p>; Hướng dẫn sử dụng: Trước khi sử dụng, bạn nên rửa sạch ruột bình và nắp bình bằng nước rửa chén hoặc nước nóng.<p>Sau khi rửa xong, hãy kiểm tra xem các phụ kiện đã được lắp đặt đúng vị trí chưa, nếu lắp đặt không đúng sẽ dẫn đến hiện tượng rò rỉ nước.</p><p>Để có thể đạt được hiệu quả tốt nhất trong việc giữ nhiệt, trước khi sử dụng bạn nên cho một chút nước nóng (hoặc nước lạnh) vào trong bình trước để làm nóng (lạnh) trong khoảng 2 phút.</p><p>Lượng nước trong bình không quá đầy hoặc quá ít, thấp hơn cổ bình khoảng 1cm là tốt nhất; nước quá đầy thì khi vặn nắp nước sẽ bị bắn ra ngoài dẫn đến bị bỏng; nước quá ít thì chức năng giữ nhiệt sẽ bị giảm xuống.</p><p>Sau khi cho nước nóng vào, bạn nên vặn chặt nắp bình theo chiều kim đồng hồ để tránh rò rỉ nước.</p><p>Khi sử dụng mà muốn chuyển sang giữ nóng hoặc giữ lạnh thì phải cho nước ở nhiệt độ khoảng 25-35°C, trong khoảng thời gian từ 2-5 phút sau đó cho một chút nước nóng (hoặc nước lạnh) vào trong bình trước để làm nóng (lạnh) trong khoảng 2 phút.</p>; Model: EL-8291; Khả năng giữ nhiệt: Giữ nhiệt lên đến 12h; Kích thước (Dài x Rộng x Cao): 14.5 x 9.3 cm; Xuất xứ (Made in): Trung Quốc; Trọng lượng sản phẩm: 340g; Sản phẩm có được bảo hành không?: Không",available,1000,1000,False,False,,binh-dung-thuc-an-giu-nhiet-inox-304-elmich-el8291-dung-tich-470ml-p191891580.html?spid=189568092,https://tiki.vn/binh-dung-thuc-an-giu-nhiet-inox-304-elmich-el8291-dung-tich-470ml-p191891580.html?spid=189568092,
169978766,"Túi Hút Chân Không Đựng Quần Áo, Chăn Ga Gối, Thú Bông Deli - Loại Dày Cao Cấp, Nhiều Hoạ Tiết, Bảo Vệ Quần Áo, Chăn Ga Khỏi Ẩm, Nấm Mốc, Chống Nước Tuyệt Đối",,5015419822189,52200,52200,0,0,4.7,262,,0,https://salt.tikicdn.com/cache/280x280/ts/product/14/87/91/02a4c0af43c56fcc0fa20438183f34e0.jpg,Deli,46703,Deli Official Store,113115,1680215793444,Phụ kiện phòng ngủ khác,53186,Túi Hút Chân Không DeliTHÔNG TIN SẢN PHẨMChất liệu: Nhựa Cao cấpMàu sắc: Hoa và trong suốtKích thước:       Bảo hành: 1 đổi 1 trong 12 tháng lỗi nhà sản xuấtTÍNH NĂNG NỔI TRỘI:Đựng và bảo...,"Thương hiệu: Deli; Xuất xứ thương hiệu: Trung Quốc; Kích thước: <p>Size S: 60 x 40 cm (Dài x Rộng)</p>
<p class=""_2Y002L"">          Size M: 70 x 50 cm (Dài x Rộng)</p>
<p class=""_2Y002L"">          Size L: 80 x 60 cm (Dài x Rộng)</p>
<p class=""_2Y002L"">          Size XL: 100 x 80 cm (Dài x Rộng</p>; Kích thước (Dài x Rộng x Cao): 100x80x1; Chất liệu: Nhựa; Xuất xứ (Made in): Trung Quốc; Sản phẩm có được bảo hành không?: Không",available,1000,1000,False,False,,tui-hut-chan-khong-dung-quan-ao-chan-ga-goi-thu-bong-deli-loai-day-cao-cap-bao-ve-quan-ao-chan-ga-khoi-am-nam-moc-chong-nuoc-tuyet-doi-p169978766.html?spid=169978776,https://tiki.vn/tui-hut-chan-khong-dung-quan-ao-chan-ga-goi-thu-bong-deli-loai-day-cao-cap-bao-ve-quan-ao-chan-ga-khoi-am-nam-moc-chong-nuoc-tuyet-doi-p169978766.html?spid=169978776,
134513601,Ly nhựa LocknLock Dream Catcher ABF779 520ml có nắp đậy ống hút,,9928490609239,182700,406000,223300,55,5,234,,0,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/16/5c/27/d21dd18d7b508741b394e09bce4f6c1e.jpg,LocknLock,48077,Tiki Trading,1,1932163304434,Nhà Cửa - Đời Sống,1883,Ly nhựa LocknLock Dream Catcher ABF779 520ml có nắp đậy ống hút được làm từ thành phần Eastman Tritan Copolyester được chứng nhận và phê duyệt của FDA Hoa Kỳ cho các đồ đựng thực phẩm và đồ uống.Miế...,"Thương hiệu: LocknLock; Xuất xứ thương hiệu: Hàn Quốc; Chất liệu: <ul><li>Thân cốc + ống hút: Nhựa Tritan</li>
<li>Nắp: Nhựa PP, TPR</li>
<li>Gioăng &amp; Nút đậy ống hút hình sao: Silicone</li>
<li>Búp bê trang trí: Nhựa PVC</li>
</ul>; Model: ABF779YEL; Xuất xứ (Made in): Trung Quốc; Trọng lượng sản phẩm: 0.137 kg; Sản phẩm có được bảo hành không?: Không",available,1000,1000,False,False,,ly-nhua-locknlock-dream-catcher-abf779-520ml-co-nap-day-ong-hut-p134513601.html?spid=134513603,https://tiki.vn/ly-nhua-locknlock-dream-catcher-abf779-520ml-co-nap-day-ong-hut-p134513601.html?spid=134513603,
120552065,Bình giữ nhiệt inox 304 Elmich EL-8013OL dung tích 480ml,,9367707323552,171000,363000,192000,53,4.8,341,,0,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/28/d8/ca/2eb33e60f3cf6986ba0528523fc3bea7.png,Elmich,31627,Tiki Trading,1,1246710599726,Bình giữ nhiệt,1936,"Chất liệu inox 304 an toàn tuyệt đối cho sức khỏeBình giữ nhiệt inox 304 Elmich EL-8013OL được làm bằng chất liệu inox 304 có khả năng chống ăn mòn tuyệt vời, bình giữ nhiệt Elmich EL-8013OL an toàn ...","Thương hiệu: Elmich; Xuất xứ thương hiệu: Cộng Hòa Séc; Chất liệu: Inox 304; Model: 2248013OL; Chất liệu:  Inox 304 bên trong, Inox 201 bên ngoài; Xuất xứ (Made in): Trung Quốc; Sản phẩm có được bảo hành không?: Có; Hình thức bảo hành: Phiếu bảo hành; Thời gian bảo hành: 6 Tháng",available,1000,1000,False,False,,binh-giu-nhiet-inox-304-elmich-el-8013ol-dung-tich-480ml-p120552065.html?spid=120552067,https://tiki.vn/binh-giu-nhiet-inox-304-elmich-el-8013ol-dung-tich-480ml-p120552065.html?spid=120552067,
108851610,Cây bật lửa đốt nến có thể điều chỉnh ,,6725443008844,99000,99000,0,0,0,0,,0,https://salt.tikicdn.com/cache/280x280/ts/product/1a/ff/fc/efccffd3bb7d4f007b432b2cc908bdf4.jpg,OEM,111461,Luckky Shop,97441,8749854551202,Nhà Cửa - Đời Sống,1883,"Đánh lửa bằng 2 tia plasma, mồi bếp ga, mồi đèn cày trong 3 giây siêu nhanh Cây bật lửa điện tử thiết kế kiểu dáng chuyên dụng để mồi bếp, đầu châm kéo dài 10cm tiện lợi.Được làm từ chât liệu inox ca...",Sản phẩm có được bảo hành không?: Không; Thương hiệu: OEM; Xuất xứ thương hiệu: Hong Kong; Kích thước (Dài x Rộng x Cao): 25; Xuất xứ (Made in): Hong Kong; Trọng lượng sản phẩm: 0.3,available,1000,1000,False,False,,cay-bat-lua-dot-nen-co-the-dieu-chinh-p108851610.html?spid=278790153,https://tiki.vn/cay-bat-lua-dot-nen-co-the-dieu-chinh-p108851610.html?spid=278790153,
54133235,Pin Sạc AA 2000mAh NH15 Power Plus RP2 Energizer NH15 RP2 (Mẫu mới),,8773785239287,179000,179000,0,0,5,53,,0,https://salt.tikicdn.com/cache/280x280/ts/product/c0/2b/9d/588e33073403caa3efc0f9b3353aa65d.jpg,Energizer,19312,"Vo Hoang Trading Co.,Ltd",1242,6958561807658,"Pin tiểu, pin sạc",2153,Thông tin cơ bản Pin Sạc AA 2000mAh NH15 Power Plus RP2 Energizer NH15 RP2:Dung lượng: 2000mAh tuổi thọ cao và thời gian chờ lên đến 1 nămĐiện áp: 1.2V/1viênThiết kế để đảm bảo thời lượng pin dài...,Thương hiệu: Energizer; Xuất xứ thương hiệu: Mỹ; Model: RECHARGE POWER PLUS; Kích thước (Dài x Rộng x Cao): 50.5 x 14.5 mm; Xuất xứ (Made in): Japan; Trọng lượng sản phẩm: 0.15kg; Thời gian sạc đầy: Phụ thuộc công suất bộ sạc; Tuổi thọ tối đa: 1000 vòng sạc xả; Sản phẩm có được bảo hành không?: Có; Hình thức bảo hành: Phiếu bảo hành; Thời gian bảo hành: 3 Tháng,available,1000,1000,False,False,,pin-sac-aa-2000mah-nh15-power-plus-rp2-energizer-nh15-rp2-mau-moi-p54133235.html?spid=72079089,https://tiki.vn/pin-sac-aa-2000mah-nh15-power-plus-rp2-energizer-nh15-rp2-mau-moi-p54133235.html?spid=72079089,
26350629,Ron Dán Chân Cửa Legaxi Keo Đỏ Cải Tiến Ngăn Bụi và Côn Trùng 25 35 45 60 110mm ,,9381419061112,53000,53000,0,0,4.5,808,,0,https://salt.tikicdn.com/cache/280x280/ts/product/14/a4/b3/a1f8bbf245be6d0f735e58082cd3e418.JPG,Legaxi,185677,Legaxi Official,3196,1756613375583,Nhà Cửa - Đời Sống,1883," Thông tin sản phẩm:- Ron dán che khe hở giữa chân cửa và sàn.- Kích thước: dài 2 mét, bản rộng 25mm-35mm-45mm-60mm-110mm, dày 1.3mm-1.5mm-2mm (xem chi tiết trong bảng mô tả phía dưới)- Dựa theo ...",Thương hiệu: Legaxi; Kích thước (Dài x Rộng x Cao): Tuỳ chọn 25/35/45/60/110mm; Xuất xứ (Made in): Trung Quốc,available,1000,1000,False,False,,ron-chan-cua-legaxi-keo-do-cai-tien-ngan-bui-va-con-trung-25-35-45-60-110mm-p26350629.html?spid=26350639,https://tiki.vn/ron-chan-cua-legaxi-keo-do-cai-tien-ngan-bui-va-con-trung-25-35-45-60-110mm-p26350629.html?spid=26350639,
10645248,"Viên Diệt Chuột Nhật Bản Hộp 4 Vỉ Sạch Sẽ, An Toàn Và Hiệu Quả",,3964911105391,155000,155000,0,0,4.2,5,,0,https://salt.tikicdn.com/cache/280x280/ts/product/e0/ed/f2/b3c70008174de23f7d11d2aac59753b5.jpg,OEM,111461,The True Japan,7673,7143434815499,Nhà Cửa - Đời Sống,1883,"Viên Diệt Chuột Dethmor Nhật Bản Hộp 4 VỉViên diệt chuột Dethmor là sản phẩm mang tính ưu việt cao nhờ đặc tính làm chuột chết từ từ khiến chúng mất cảnh giác với sản phẩm, tăng hiệu quả diệt cả đàn ...","Thương hiệu: OEM; Xuất xứ thương hiệu: Nhật Bản; Hướng dẫn sử dụng: <h3 style=""margin:15px auto 10px;padding:0px 0px 2px;font-family:&#39;arial&#39; , sans-serif;font-weight:500;line-height:1.1;color:#333333;font-size:24px;text-align:justify""><span style=""margin:0px;padding:0px;font-size:12pt""><span style=""margin:0px;padding:0px;font-weight:bold"">Cách sử dụng diệt chuột Nhật Dethmor</span></span></h3>
<p style=""margin:0px 0px 10px;padding:0px;color:#333333;font-family:&#39;arial&#39; , sans-serif;text-align:justify"">- Bóc lớp bọc hộp , đặt ở nơi có nhiều chuột. Đặt cả khay chứ không lấy từng viên nhỏ ra đặt riêng.</p>
<p style=""margin:0px 0px 10px;padding:0px;color:#333333;font-family:&#39;arial&#39; , sans-serif;text-align:justify"">- Nên đặt ở nơi tối, ẩm, chuột hay xuất hiện</p>
<p style=""margin:0px 0px 10px;padding:0px;color:#333333;font-family:&#39;arial&#39; , sans-serif;text-align:justify"">- Nên đặt vào ban đêm, sáng lại thu lại cất đi để bữa khác.</p>; Kích thước (Dài x Rộng x Cao): <p>10x5x5</p>; Xuất xứ (Made in): China; Thời gian sử dụng: <p>36 tháng</p>; Sản phẩm có được bảo hành không?: Không",available,1000,1000,False,False,,vien-diet-chuot-nhat-ban-hop-4-vi-sach-se-an-toan-va-hieu-qua-p10645248.html?spid=59553917,https://tiki.vn/vien-diet-chuot-nhat-ban-hop-4-vi-sach-se-an-toan-va-hieu-qua-p10645248.html?spid=59553917,
277742315,"Bộ nồi phủ sứ chống dính Elmich Olive EL-5228OV03 size 18,20,24cm - Hàng chính hãng",,8394524176051,1239000,2633000,1394000,53,4.8,9,,0,https://salt.tikicdn.com/cache/280x280/ts/product/5c/b4/7f/c337e5142f3a8da0d9485d3195a76623.jpg,Elmich,31627,Tiki Trading,1,9180820238913,Bộ nồi,2136,"Câu Chuyện Sản Phẩm Olive – biểu tượng của sự trường tồn và sức khỏe, luôn gắn liền với chiều dài lịch sử và truyền thống văn hóa của người dân Địa Trung Hải. Qua hàng thế kỷ, olive không chỉ là m...","Thương hiệu: Elmich; Xuất xứ thương hiệu: Czech Republic; Dung tích: 18,20,24cm; Chất liệu nồi & chảo: Nhôm; Kích thước: Bộ sản phẩm; Sử dụng cho bếp: Mọi loại bếp; Nắp nồi: Có nắp; Xuất xứ (Made in): Việt Nam; Loại nồi chảo: Bộ nồi; Độ dày: Bộ nồi; Sản phẩm có được bảo hành không?: Có; Hình thức bảo hành: Phiếu bảo hành; Thời gian bảo hành: 12 Tháng",available,1000,1000,False,False,,bo-noi-phu-su-chong-dinh-elmich-olive-el-5228ov03-size-18-20-24cm-hang-chinh-hang-p277742315.html?spid=277742316,https://tiki.vn/bo-noi-phu-su-chong-dinh-elmich-olive-el-5228ov03-size-18-20-24cm-hang-chinh-hang-p277742315.html?spid=277742316,
276177979,Túi giữ mát đựng cơm hằng ngày LocknLock,,8644893668314,187550,341000,153450,45,4.7,14,,0,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/d8/5d/47/3072968d1bddc48e290fca8ea31c4b5d.jpg,LocknLock,48077,Tiki Trading,1,7298030266784,Root,2,"- Sử dụng khóa kéo giúp chiếc túi trở nên kín đáo và gọn gàng- Dễ dàng loại bỏ vết bẩn bên trong túi chỉ bằng khăn ướt- Giữ đồ bên trong tươi mới hơn nhờ lớp cách nhiệt- Tiện lợi để chứa muỗng đũa,...",Thương hiệu: LocknLock; Xuất xứ thương hiệu: Hàn Quốc; Chất liệu: Vỏ ngoài: 100% Polyester; Lớp cách nhiệt: 100% Polyethylene; Lớp lót trong: Polyester; Xuất xứ (Made in): Trung Quốc; Sản phẩm có được bảo hành không?: Không,available,1000,1000,False,False,,tui-giu-mat-dung-com-hang-ngay-locknlock-hwb820grn-200-x-150-x-220mm-mau-xanh-la-khong-bao-gom-hop-thuy-tinh-p276177979.html?spid=276177984,https://tiki.vn/tui-giu-mat-dung-com-hang-ngay-locknlock-hwb820grn-200-x-150-x-220mm-mau-xanh-la-khong-bao-gom-hop-thuy-tinh-p276177979.html?spid=276177984,
276025157,Chảo inox 3 lớp nguyên khối Elmich Trimax EL-3846 size 26,,5512696922891,426870,988000,561130,57,4.8,6,,0,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/63/18/c3/a0b8ab97cef90b23e841597cf37c2ffb.png,Elmich,31627,Tiki Trading,1,4337430641865,Chảo chiên,1984,"Công năng tuyệt vời giúp việc nấu ăn trở nên đơn giản, nhanh gọn hơnChất liệu inox 304 cao cấp, tuyệt đối an toànChảo xào Trimax sử dụng chất liệu lớp trong cùng là inox 304 cao cấp an toàn cho thực ...",Thương hiệu: Elmich; Xuất xứ thương hiệu: Việt Nam; Chất liệu nồi & chảo: inox; Kích thước: 26 cm; Sử dụng cho bếp: Mọi loại bếp; Model: 2353846; Kích thước (Dài x Rộng x Cao): 26cm; Nắp nồi: Không có nắp; Xuất xứ (Made in): Cộng hòa Séc; Loại nồi chảo: Chảo chiên; Độ dày: 2.5mm; Sản phẩm có được bảo hành không?: Không,available,1000,1000,False,False,,chao-inox-3-lop-nguyen-khoi-elmich-trimax-el-3846-size-26-p276025157.html?spid=276025158,https://tiki.vn/chao-inox-3-lop-nguyen-khoi-elmich-trimax-el-3846-size-26-p276025157.html?spid=276025158,
275929260,Cốc nước thủy tinh Elmich EL-8351 dung tích 400ml,,5508349621814,228000,485000,257000,53,5,1,,0,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/a1/40/96/e3b456825143fe5600ddf073506083cf.png,Elmich,31627,Tiki Trading,1,1612113434330,Bình đựng nước,23282,"Đặc điểm sản phẩmThiết kế thời trang, hiện đại Chất liệu thủy tinh cao cấp, tuyệt đối an toàn với sức khỏe Dung tích lớn đáp ứng nhu cầu sử dụng Nắp đóng/mở dễ dàng, chống tràn tuyệt đối Miệng b...",Sản phẩm có được bảo hành không?: Không; Thương hiệu: Elmich; Xuất xứ thương hiệu: Czech Republic; Model: EL-8351; Xuất xứ (Made in): Trung Quốc; Trọng lượng sản phẩm: 0.6,available,1000,1000,False,False,,coc-nuoc-thuy-tinh-elmich-el-8351-dung-tich-400ml-p275929260.html?spid=275929261,https://tiki.vn/coc-nuoc-thuy-tinh-elmich-el-8351-dung-tich-400ml-p275929260.html?spid=275929261,
275543281,Ga chống thấm họa tiết xanh Mint LoveMama 1 màu chính hãng loại 1,,2907160786280,301000,350000,49000,14,3,2,,0,https://salt.tikicdn.com/cache/280x280/ts/product/c7/e0/8f/89c7e075c5f2036fa7e50bcb27843d45.jpg,LoveMama,8221140,Ga chống thấm LoveMama,188965,4187188696982,Nhà Cửa - Đời Sống,1883,"QA TẶNG 1 ga chống thấm: tặng 1 vòng dâu cho bé yêu 2 ga chống thấm: tặng 1 vòng dâu + 1 túi giặt.Xuất xứ: sản phẩm của ga chống thấm LoveMama, 100% làm từ Việt NamMay theo kích thước yêu cầu, ib đ...","Sản phẩm có được bảo hành không?: Có; Hình thức bảo hành: Điện tử; Thời gian bảo hành: 6 Tháng; Thương hiệu: LoveMama; Xuất xứ thương hiệu: Việt Nam; Chất liệu: <p>CHẤT LIỆU GA CHỐNG THẤM LOVEMAMA XANH MINT</p>
<p>Vải Cotton thun mềm mại thoáng mát, không gây nóng bí hơi, không có tiếng sột soạt</p>
<p>Vải Cotton thun cao cấp sợi vải 1A (loại tốt nhất)</p>; Hướng dẫn bảo quản: <p>HƯỚNG DẪN BẢO QUẢN GA CHỐNG THẤM LOVEMAMA XANH MINT</p>
<p>Ga chun bo 4 góc, bọc như ga bình thường.</p>
<p>Giặt được bằng máy giặt, có hướng dẫn sử dụng và bảo hành ở bao bì sản phẩm.</p>
<p>Bảo quản nơi khô ráo thoáng mát, trong thủ quần áo</p>; Hướng dẫn sử dụng: <p>GA CHỐNG THẤM LOVEMAMA XANH MINT</p>
<p>Sản phẩm bọc trực tiếp vào nện, không cần thêm lớp ga nào phủ lên trên.</p>
<p>Ga nằm trực tiếp.</p>
<p>Bảo quản nơi khô ráo thoáng mát, trong tủ quần cáo.</p>
<p>Giặt ga trong máy giặt, nhiệt độ sấy dưới 40 độ C</p>; Model: LM08_0280_gachongtham_lovemama; Kích thước (Dài x Rộng x Cao): Đầy đủ kích thước yêu cầu; Chất liệu: Cotton thun; Xuất xứ (Made in): Việt Nam; Trọng lượng sản phẩm: 0.4",available,1000,1000,False,False,,ga-chong-tham-hoa-tiet-xanh-mint-lovemama-1-mau-chinh-hang-loai-1-p275543281.html?spid=275543330,https://tiki.vn/ga-chong-tham-hoa-tiet-xanh-mint-lovemama-1-mau-chinh-hang-loai-1-p275543281.html?spid=275543330,
275338915,Thuốc kích thích sinh trưởng ATO.NIK giúp kích rễ - nảy mầm cho cây trồng và hoa kiểng - Hộp 10 gói - gói 10ml,,4534235868580,15600,15600,0,0,4.7,7,,0,https://salt.tikicdn.com/cache/280x280/ts/product/ee/6e/2c/21c56146050780cc4fd858a74a5415f2.jpg,BDVX,502899,Vạn Tín Store,118406,8011887796775,Nhà Cửa - Đời Sống,1883,"Phân bón kích thích cây trồng ATONIK.- Hộp 10 gói - gói 10mlThành phần: Sodium - Nitrogualacolate 0,03, Sodium - Nitrophenolate 0,06 %, Sodium - P - Nitrophenolate 0,09 %Công dụng: ATONIK có ...",Thương hiệu: BDVX; Xuất xứ thương hiệu: Việt Nam; Xuất xứ (Made in): Việt Nam; Sản phẩm có được bảo hành không?: Không,available,1000,1000,False,False,,atonik-thuoc-kich-thich-sinh-truong-giup-kich-re-nay-mam-cho-cay-trong-va-hoa-kieng-hop-10-goi-goi-10ml-p275338915.html?spid=275339178,https://tiki.vn/atonik-thuoc-kich-thich-sinh-truong-giup-kich-re-nay-mam-cho-cay-trong-va-hoa-kieng-hop-10-goi-goi-10ml-p275338915.html?spid=275339178,
273712175,"Kẹp Dán Tường Đi Dây Điện, Dây Cáp Gọn Gàng Loại Cao Cấp",,4947978929635,25000,25000,0,0,4.2,9,,0,https://salt.tikicdn.com/cache/280x280/ts/product/43/ce/70/8dd83840bf321548bfb4f9e12b3b77ee.jpg,NAVIVU,5706641,Ghế Nam Việt,17480,7496178519520,Miếng dán đa năng,67956," Đóng gói:  1 set kẹp dán tường (số lượng ở tùy chọn)️ Tính năng Kẹp dây điện với keo 2 mặt phía sau tiện lợi trong việc thi công. Sắp xếp dây điện, dây cáp trên bàn làm việc gọn gàng. Có 2 loại kẹp:...",Thương hiệu: NAVIVU; Xuất xứ thương hiệu: Việt Nam; Xuất xứ (Made in): Trung Quốc; Sản phẩm có được bảo hành không?: Không,available,1000,1000,False,False,,kep-dan-tuong-di-day-dien-day-cap-gon-gang-loai-cao-cap-p273712175.html?spid=273712179,https://tiki.vn/kep-dan-tuong-di-day-dien-day-cap-gon-gang-loai-cao-cap-p273712175.html?spid=273712179,
273619945,Cốc giữ nhiệt inox 304 Elmich EL8312 dung tích 600ml - Hàng Chính Hãng,,2223675491181,264000,561000,297000,53,4.8,33,,0,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/16/c8/0f/031ecf3e71f5ccd30adece4e358a6f23.png,Elmich,31627,Tiki Trading,1,2559412769666,Ly giữ nhiệt,67837,"Cốc giữ nhiệt inox 304 Elmich EL8312 dung tích 600mlThông tin sản phẩm– Thiết kế nắp tích hợp với quai xách, dễ dàng mang đi, màu sắc cá tính, phù hợp với cả 2 giới– Chất liệu inox 304 an toàn tuyệ...",Thương hiệu: Elmich; Xuất xứ thương hiệu: Czech Republic; Model: EL8312; Kích thước (Dài x Rộng x Cao): 92 x 87 x 220 mm; Xuất xứ (Made in): Trung Quốc; Sản phẩm có được bảo hành không?: Không; Hình thức bảo hành: Phiếu bảo hành; Thời gian bảo hành: 6 Tháng,available,1000,1000,False,False,,coc-giu-nhiet-inox-304-elmich-el8312-dung-tich-600ml-hang-chinh-hang-p273619945.html?spid=274054618,https://tiki.vn/coc-giu-nhiet-inox-304-elmich-el8312-dung-tich-600ml-hang-chinh-hang-p273619945.html?spid=274054618,
272913561,"Gel thông tắc sinh học AIKOMI vệ sinh cống, làm sạch đường ống, chậu rửa bát, nhà vệ sinh",,5892747945914,75000,75000,0,0,4.8,33,,0,https://salt.tikicdn.com/cache/280x280/ts/product/14/a8/fd/4150d4faec9b4ce5482c6442a325f35e.png,Ximo,4995383,TAVANA,1028,1274663480797,Nhà Cửa - Đời Sống,1883," GEL THÔNG TẮC SINH HỌC VỆ SINH CỐNG, LÀM SẠCH ĐƯỜNG ỐNG, CHẬU RỬA BÁT, NHÀ VỆ SINH AIKOMI Gel Thông Tắc Đường Ống Sinh Học AIKOMI với công nghệ Nhật Bản tiên tiến kết hợp các thành phần hoá học chuy...",Thương hiệu: Ximo; Xuất xứ thương hiệu: Trung Quốc; Xuất xứ (Made in): Trung Quốc; Sản phẩm có được bảo hành không?: Không,available,1000,1000,False,False,,gel-thong-tac-sinh-hoc-aikomi-ve-sinh-cong-lam-sach-duong-ong-chau-rua-bat-nha-ve-sinh-p272913561.html?spid=272913563,https://tiki.vn/gel-thong-tac-sinh-hoc-aikomi-ve-sinh-cong-lam-sach-duong-ong-chau-rua-bat-nha-ve-sinh-p272913561.html?spid=272913563,
